Year,Month,Day,Period,1
2030,1,6,14,24294
2030,1,6,15,24404
2030,1,6,16,24378
2030,1,6,17,24363
2030,1,6,18,24384
2030,1,6,19,24565
2030,1,6,20,25142
2030,1,6,21,25234
2030,1,6,22,24942
2030,1,6,23,24588
2030,1,6,24,24535
2030,1,7,1,24228
2030,1,7,2,23701
2030,1,7,3,23336
2030,1,7,4,22853
2030,1,7,5,22427
2030,1,7,6,22296
2030,1,7,7,22159
2030,1,7,8,22139
2030,1,7,9,22456
2030,1,7,10,22774
2030,1,7,11,23045
2030,1,7,12,23865
2030,1,7,13,24327
2030,1,7,14,24503
2030,1,7,15,24392
2030,1,7,16,24286
2030,1,7,17,24211
2030,1,7,18,24509
2030,1,7,19,24749
2030,1,7,20,25606
2030,1,7,21,25512
2030,1,7,22,25332
2030,1,7,23,24968
2030,1,7,24,24629
2030,1,8,1,24313
2030,1,8,2,23874
2030,1,8,3,23444
2030,1,8,4,22877
2030,1,8,5,22643
2030,1,8,6,22395
2030,1,8,7,22317
2030,1,8,8,22417
2030,1,8,9,22600
2030,1,8,10,22800
2030,1,8,11,22988
2030,1,8,12,23580
2030,1,8,13,24049
2030,1,8,14,24017
2030,1,8,15,24139
2030,1,8,16,24169
2030,1,8,17,24280
2030,1,8,18,24458
2030,1,8,19,24901
2030,1,8,20,25714
2030,1,8,21,25857
2030,1,8,22,25652
2030,1,8,23,25396
2030,1,8,24,25168
2030,1,9,1,24632
2030,1,9,2,24002
2030,1,9,3,23429
2030,1,9,4,22941
2030,1,9,5,22449
2030,1,9,6,22423
2030,1,9,7,22312
2030,1,9,8,22556
2030,1,9,9,22962
2030,1,9,10,23727
2030,1,9,11,24790
2030,1,9,12,26476
2030,1,9,13,26932
2030,1,9,14,26978
2030,1,9,15,26812
2030,1,9,16,26706
2030,1,9,17,26701
2030,1,9,18,26705
2030,1,9,19,26630
2030,1,9,20,26870
2030,1,9,21,26978
2030,1,9,22,26611
2030,1,9,23,26211
2030,1,9,24,25821
2030,1,10,1,25304
2030,1,10,2,24516
2030,1,10,3,23900
2030,1,10,4,23271
2030,1,10,5,22916
2030,1,10,6,22852
2030,1,10,7,22879
2030,1,10,8,22943
2030,1,10,9,23335
2030,1,10,10,24184
2030,1,10,11,25170
2030,1,10,12,26354
2030,1,10,13,26913
2030,1,10,14,26676
2030,1,10,15,26619
2030,1,10,16,26668
2030,1,10,17,26703
2030,1,10,18,27079
2030,1,10,19,26792
2030,1,10,20,27123
2030,1,10,21,27210
2030,1,10,22,27031
2030,1,10,23,26619
2030,1,10,24,26351
2030,1,11,1,25680
2030,1,11,2,24867
2030,1,11,3,24138
2030,1,11,4,23520
2030,1,11,5,23183
2030,1,11,6,23059
2030,1,11,7,23021
2030,1,11,8,23119
2030,1,11,9,23590
2030,1,11,10,24470
2030,1,11,11,25446
2030,1,11,12,26665
2030,1,11,13,27200
2030,1,11,14,27251
2030,1,11,15,27083
2030,1,11,16,27059
2030,1,11,17,27053
2030,1,11,18,26999
2030,1,11,19,27078
2030,1,11,20,27507
2030,1,11,21,27449
2030,1,11,22,27019
2030,1,11,23,26552
2030,1,11,24,26321
2030,1,12,1,25659
2030,1,12,2,24952
2030,1,12,3,24184
2030,1,12,4,23713
2030,1,12,5,23258
2030,1,12,6,23059
2030,1,12,7,23092
2030,1,12,8,23182
2030,1,12,9,23592
2030,1,12,10,24515
2030,1,12,11,25273
2030,1,12,12,26517
2030,1,12,13,26616
2030,1,12,14,26567
2030,1,12,15,26290
2030,1,12,16,26134
2030,1,12,17,26111
2030,1,12,18,26195
2030,1,12,19,26306
2030,1,12,20,26864
2030,1,12,21,26990
2030,1,12,22,26662
2030,1,12,23,26456
2030,1,12,24,26393
2030,1,13,1,25893
2030,1,13,2,25144
2030,1,13,3,24367
2030,1,13,4,23815
2030,1,13,5,23581
2030,1,13,6,23261
2030,1,13,7,23492
2030,1,13,8,23623
2030,1,13,9,24112
2030,1,13,10,25005
2030,1,13,11,25863
2030,1,13,12,27128
2030,1,13,13,27527
2030,1,13,14,27455
2030,1,13,15,27249
2030,1,13,16,27169
2030,1,13,17,27113
2030,1,13,18,27128
2030,1,13,19,27325
2030,1,13,20,27698
2030,1,13,21,27965
2030,1,13,22,27568
2030,1,13,23,27215
2030,1,13,24,26848
2030,1,14,1,26357
2030,1,14,2,25605
2030,1,14,3,24824
2030,1,14,4,24187
2030,1,14,5,23735
2030,1,14,6,23579
2030,1,14,7,23506
2030,1,14,8,23579
2030,1,14,9,23868
2030,1,14,10,24536
2030,1,14,11,25681
2030,1,14,12,26750
2030,1,14,13,27323
2030,1,14,14,27233
2030,1,14,15,27179
2030,1,14,16,27077
2030,1,14,17,27235
2030,1,14,18,27129
2030,1,14,19,27297
2030,1,14,20,28137
2030,1,14,21,28370
2030,1,14,22,27856
2030,1,14,23,27459
2030,1,14,24,27000
2030,1,15,1,26441
2030,1,15,2,25693
2030,1,15,3,25092
2030,1,15,4,24220
2030,1,15,5,24033
2030,1,15,6,23793
2030,1,15,7,23802
2030,1,15,8,23792
2030,1,15,9,24132
2030,1,15,10,24429
2030,1,15,11,25010
2030,1,15,12,26187
2030,1,15,13,26748
2030,1,15,14,26830
2030,1,15,15,26750
2030,1,15,16,26641
2030,1,15,17,26663
2030,1,15,18,26704
2030,1,15,19,27071
2030,1,15,20,27792
2030,1,15,21,28323
2030,1,15,22,27922
2030,1,15,23,27684
2030,1,15,24,27360
2030,1,16,1,26711
2030,1,16,2,26046
2030,1,16,3,25224
2030,1,16,4,24540
2030,1,16,5,24203
2030,1,16,6,23964
2030,1,16,7,23948
2030,1,16,8,24028
2030,1,16,9,24760
2030,1,16,10,26026
2030,1,16,11,27031
2030,1,16,12,28872
2030,1,16,13,29284
2030,1,16,14,29265
2030,1,16,15,28815
2030,1,16,16,28821
2030,1,16,17,28859
2030,1,16,18,28758
2030,1,16,19,28891
2030,1,16,20,29392
2030,1,16,21,29699
2030,1,16,22,29165
2030,1,16,23,28532
2030,1,16,24,28332
2030,1,17,1,27632
2030,1,17,2,26756
2030,1,17,3,25935
2030,1,17,4,25256
2030,1,17,5,24828
2030,1,17,6,24572
2030,1,17,7,24540
2030,1,17,8,24738
2030,1,17,9,25478
2030,1,17,10,26529
2030,1,17,11,27509
2030,1,17,12,28991
2030,1,17,13,29434
2030,1,17,14,28960
2030,1,17,15,28433
2030,1,17,16,28215
2030,1,17,17,28109
2030,1,17,18,28142
2030,1,17,19,28370
2030,1,17,20,29087
2030,1,17,21,29221
2030,1,17,22,28907
2030,1,17,23,28578
2030,1,17,24,28331
2030,1,18,1,27655
2030,1,18,2,26784
2030,1,18,3,26206
2030,1,18,4,25316
2030,1,18,5,24931
2030,1,18,6,24643
2030,1,18,7,24786
2030,1,18,8,24824
2030,1,18,9,25605
2030,1,18,10,26658
2030,1,18,11,27922
2030,1,18,12,29880
2030,1,18,13,30048
2030,1,18,14,29538
2030,1,18,15,28989
2030,1,18,16,28973
2030,1,18,17,28871
2030,1,18,18,28817
2030,1,18,19,28852
2030,1,18,20,29340
2030,1,18,21,29551
2030,1,18,22,29138
2030,1,18,23,28882
2030,1,18,24,28325
2030,1,19,1,27541
2030,1,19,2,26613
2030,1,19,3,25919
2030,1,19,4,25009
2030,1,19,5,24733
2030,1,19,6,24564
2030,1,19,7,24506
2030,1,19,8,24673
2030,1,19,9,25421
2030,1,19,10,26324
2030,1,19,11,27433
2030,1,19,12,29048
2030,1,19,13,29230
2030,1,19,14,28704
2030,1,19,15,28078
2030,1,19,16,27618
2030,1,19,17,27595
2030,1,19,18,27599
2030,1,19,19,27775
2030,1,19,20,28544
2030,1,19,21,28896
2030,1,19,22,28479
2030,1,19,23,27736
2030,1,19,24,27561
2030,1,20,1,26793
2030,1,20,2,25927
2030,1,20,3,25068
2030,1,20,4,24366
2030,1,20,5,24056
2030,1,20,6,23838
2030,1,20,7,23752
2030,1,20,8,23805
2030,1,20,9,24421
2030,1,20,10,25404
2030,1,20,11,26269
2030,1,20,12,27299
2030,1,20,13,27289
2030,1,20,14,27217
2030,1,20,15,26952
2030,1,20,16,26702
2030,1,20,17,26723
2030,1,20,18,26839
2030,1,20,19,26979
2030,1,20,20,27474
2030,1,20,21,27695
2030,1,20,22,27376
2030,1,20,23,26928
2030,1,20,24,26559
2030,1,21,1,25860
2030,1,21,2,25034
2030,1,21,3,24434
2030,1,21,4,23769
2030,1,21,5,23420
2030,1,21,6,23250
2030,1,21,7,23204
2030,1,21,8,23267
2030,1,21,9,23456
2030,1,21,10,23749
2030,1,21,11,24281
2030,1,21,12,25451
2030,1,21,13,26091
2030,1,21,14,25980
2030,1,21,15,25972
2030,1,21,16,26070
2030,1,21,17,26069
2030,1,21,18,26119
2030,1,21,19,26289
2030,1,21,20,26761
2030,1,21,21,27026
2030,1,21,22,26652
2030,1,21,23,26209
2030,1,21,24,25932
2030,1,22,1,25279
2030,1,22,2,24567
2030,1,22,3,24071
2030,1,22,4,23492
2030,1,22,5,23155
2030,1,22,6,22868
2030,1,22,7,22827
2030,1,22,8,22878
2030,1,22,9,23045
2030,1,22,10,23221
2030,1,22,11,23601
2030,1,22,12,24520
2030,1,22,13,25251
2030,1,22,14,25247
2030,1,22,15,25235
2030,1,22,16,25129
2030,1,22,17,25150
2030,1,22,18,25164
2030,1,22,19,25401
2030,1,22,20,26166
2030,1,22,21,26407
2030,1,22,22,26299
2030,1,22,23,25970
2030,1,22,24,25855
2030,1,23,1,25126
2030,1,23,2,24238
2030,1,23,3,23702
2030,1,23,4,23177
2030,1,23,5,22818
2030,1,23,6,22679
2030,1,23,7,22615
2030,1,23,8,22835
2030,1,23,9,23408
2030,1,23,10,24705
2030,1,23,11,25661
2030,1,23,12,26615
2030,1,23,13,27057
2030,1,23,14,27031
2030,1,23,15,26882
2030,1,23,16,26828
2030,1,23,17,26898
2030,1,23,18,26947
2030,1,23,19,26949
2030,1,23,20,27086
2030,1,23,21,27177
2030,1,23,22,26728
2030,1,23,23,26460
2030,1,23,24,26125
2030,1,24,1,25519
2030,1,24,2,24537
2030,1,24,3,23961
2030,1,24,4,23229
2030,1,24,5,22969
2030,1,24,6,22690
2030,1,24,7,22831
2030,1,24,8,22928
2030,1,24,9,23469
2030,1,24,10,24492
2030,1,24,11,25714
2030,1,24,12,26571
2030,1,24,13,26724
2030,1,24,14,26558
2030,1,24,15,26457
2030,1,24,16,26160
2030,1,24,17,26175
2030,1,24,18,26219
2030,1,24,19,26483
2030,1,24,20,26947
2030,1,24,21,27235
2030,1,24,22,26951
2030,1,24,23,26662
2030,1,24,24,26324
2030,1,25,1,25724
2030,1,25,2,24713
2030,1,25,3,23963
2030,1,25,4,23419
2030,1,25,5,23117
2030,1,25,6,22890
2030,1,25,7,22868
2030,1,25,8,22989
2030,1,25,9,23555
2030,1,25,10,24792
2030,1,25,11,25940
2030,1,25,12,26813
2030,1,25,13,27213
2030,1,25,14,26979
2030,1,25,15,27068
2030,1,25,16,26905
2030,1,25,17,27010
2030,1,25,18,27013
2030,1,25,19,27029
2030,1,25,20,27149
2030,1,25,21,27429
2030,1,25,22,27170
2030,1,25,23,26695
2030,1,25,24,26452
2030,1,26,1,25730
2030,1,26,2,24750
2030,1,26,3,24062
2030,1,26,4,23452
2030,1,26,5,23180
2030,1,26,6,22944
2030,1,26,7,22882
2030,1,26,8,23178
2030,1,26,9,23601
2030,1,26,10,24650
2030,1,26,11,25949
2030,1,26,12,26902
2030,1,26,13,27079
2030,1,26,14,27015
2030,1,26,15,26829
2030,1,26,16,26776
2030,1,26,17,26779
2030,1,26,18,26652
2030,1,26,19,26678
2030,1,26,20,27032
2030,1,26,21,27493
2030,1,26,22,27092
2030,1,26,23,26842
2030,1,26,24,26394
2030,1,27,1,25775
2030,1,27,2,24862
2030,1,27,3,24149
2030,1,27,4,23521
2030,1,27,5,23269
2030,1,27,6,23151
2030,1,27,7,23228
2030,1,27,8,23317
2030,1,27,9,23941
2030,1,27,10,25009
2030,1,27,11,26026
2030,1,27,12,27080
2030,1,27,13,27297
2030,1,27,14,27084
2030,1,27,15,26850
2030,1,27,16,26601
2030,1,27,17,26572
2030,1,27,18,26517
2030,1,27,19,26711
2030,1,27,20,27043
2030,1,27,21,27605
2030,1,27,22,27186
2030,1,27,23,26776
2030,1,27,24,26486
2030,1,28,1,25858
2030,1,28,2,24897
2030,1,28,3,24287
2030,1,28,4,23684
2030,1,28,5,23379
2030,1,28,6,23197
2030,1,28,7,23178
2030,1,28,8,23247
2030,1,28,9,23488
2030,1,28,10,23866
2030,1,28,11,24477
2030,1,28,12,25827
2030,1,28,13,26486
2030,1,28,14,26657
2030,1,28,15,26408
2030,1,28,16,26188
2030,1,28,17,26060
2030,1,28,18,26045
2030,1,28,19,26293
2030,1,28,20,26711
2030,1,28,21,27208
2030,1,28,22,26819
2030,1,28,23,26513
2030,1,28,24,26219
2030,1,29,1,25686
2030,1,29,2,24888
2030,1,29,3,24246
2030,1,29,4,23588
2030,1,29,5,23222
2030,1,29,6,23012
2030,1,29,7,22919
2030,1,29,8,22949
2030,1,29,9,23179
2030,1,29,10,23321
2030,1,29,11,23774
2030,1,29,12,24633
2030,1,29,13,25155
2030,1,29,14,25209
2030,1,29,15,25068
2030,1,29,16,24950
2030,1,29,17,24953
2030,1,29,18,25006
2030,1,29,19,25344
2030,1,29,20,26089
2030,1,29,21,26657
2030,1,29,22,26484
2030,1,29,23,26454
2030,1,29,24,26288
2030,1,30,1,25674
2030,1,30,2,24761
2030,1,30,3,24076
2030,1,30,4,23582
2030,1,30,5,23267
2030,1,30,6,23100
2030,1,30,7,23135
2030,1,30,8,23346
2030,1,30,9,23828
2030,1,30,10,25258
2030,1,30,11,26384
2030,1,30,12,27567
2030,1,30,13,28399
2030,1,30,14,28520
2030,1,30,15,27999
2030,1,30,16,27661
2030,1,30,17,27516
2030,1,30,18,27325
2030,1,30,19,27192
2030,1,30,20,27262
2030,1,30,21,27713
2030,1,30,22,27338
2030,1,30,23,26839
2030,1,30,24,26693
2030,1,31,1,25995
2030,1,31,2,24779
2030,1,31,3,24286
2030,1,31,4,23636
2030,1,31,5,23271
2030,1,31,6,23152
2030,1,31,7,23237
2030,1,31,8,23403
2030,1,31,9,23976
2030,1,31,10,25343
2030,1,31,11,26300
2030,1,31,12,27234
2030,1,31,13,27439
2030,1,31,14,27365
2030,1,31,15,26937
2030,1,31,16,26790
2030,1,31,17,26826
2030,1,31,18,26701
2030,1,31,19,26786
2030,1,31,20,27030
2030,1,31,21,27540
2030,1,31,22,27333
2030,1,31,23,26975
2030,1,31,24,26695
2030,2,1,1,26263
2030,2,1,2,25034
2030,2,1,3,24281
2030,2,1,4,23661
2030,2,1,5,23399
2030,2,1,6,23219
2030,2,1,7,23223
2030,2,1,8,23313
2030,2,1,9,24009
2030,2,1,10,25092
2030,2,1,11,26263
2030,2,1,12,27162
2030,2,1,13,27445
2030,2,1,14,27279
2030,2,1,15,26997
2030,2,1,16,26524
2030,2,1,17,26641
2030,2,1,18,26595
2030,2,1,19,26733
2030,2,1,20,27025
2030,2,1,21,27406
2030,2,1,22,27250
2030,2,1,23,26706
2030,2,1,24,26536
2030,2,2,1,25784
2030,2,2,2,24865
2030,2,2,3,24057
2030,2,2,4,23533
2030,2,2,5,23268
2030,2,2,6,23204
2030,2,2,7,23150
2030,2,2,8,23280
2030,2,2,9,23865
2030,2,2,10,25142
2030,2,2,11,25864
2030,2,2,12,26849
2030,2,2,13,27063
2030,2,2,14,27058
2030,2,2,15,26760
2030,2,2,16,26564
2030,2,2,17,26695
2030,2,2,18,26710
2030,2,2,19,26626
2030,2,2,20,26905
2030,2,2,21,27416
2030,2,2,22,26979
2030,2,2,23,26707
2030,2,2,24,26305
2030,2,3,1,25586
2030,2,3,2,24814
2030,2,3,3,24001
2030,2,3,4,23419
2030,2,3,5,23119
2030,2,3,6,22959
2030,2,3,7,22847
2030,2,3,8,23062
2030,2,3,9,23679
2030,2,3,10,24705
2030,2,3,11,25965
2030,2,3,12,26813
2030,2,3,13,26931
2030,2,3,14,26561
2030,2,3,15,26222
2030,2,3,16,26131
2030,2,3,17,26270
2030,2,3,18,26586
2030,2,3,19,26808
2030,2,3,20,27084
2030,2,3,21,27752
2030,2,3,22,27411
2030,2,3,23,26997
2030,2,3,24,26697
2030,2,4,1,26166
2030,2,4,2,25368
2030,2,4,3,24731
2030,2,4,4,23899
2030,2,4,5,23592
2030,2,4,6,23361
2030,2,4,7,23390
2030,2,4,8,23428
2030,2,4,9,23591
2030,2,4,10,23999
2030,2,4,11,24664
2030,2,4,12,26086
2030,2,4,13,26571
2030,2,4,14,26750
2030,2,4,15,26631
2030,2,4,16,26547
2030,2,4,17,26462
2030,2,4,18,26515
2030,2,4,19,26631
2030,2,4,20,26865
2030,2,4,21,27562
2030,2,4,22,27300
2030,2,4,23,26875
2030,2,4,24,26600
2030,2,5,1,25865
2030,2,5,2,25150
2030,2,5,3,24552
2030,2,5,4,23893
2030,2,5,5,23658
2030,2,5,6,23444
2030,2,5,7,23405
2030,2,5,8,23416
2030,2,5,9,23775
2030,2,5,10,23891
2030,2,5,11,24536
2030,2,5,12,25692
2030,2,5,13,26626
2030,2,5,14,26879
2030,2,5,15,26875
2030,2,5,16,26977
2030,2,5,17,26706
2030,2,5,18,26842
2030,2,5,19,26711
2030,2,5,20,27127
2030,2,5,21,27738
2030,2,5,22,27613
2030,2,5,23,27549
2030,2,5,24,27161
2030,2,6,1,26560
2030,2,6,2,25680
2030,2,6,3,24862
2030,2,6,4,24151
2030,2,6,5,23714
2030,2,6,6,23549
2030,2,6,7,23741
2030,2,6,8,23808
2030,2,6,9,24533
2030,2,6,10,25919
2030,2,6,11,27169
2030,2,6,12,28541
2030,2,6,13,29009
2030,2,6,14,29178
2030,2,6,15,28954
2030,2,6,16,29144
2030,2,6,17,28952
2030,2,6,18,28979
2030,2,6,19,28906
2030,2,6,20,28977
2030,2,6,21,29288
2030,2,6,22,28835
2030,2,6,23,28034
2030,2,6,24,27841
2030,2,7,1,27030
2030,2,7,2,26135
2030,2,7,3,25197
2030,2,7,4,24433
2030,2,7,5,23989
2030,2,7,6,23842
2030,2,7,7,23883
2030,2,7,8,24083
2030,2,7,9,24970
2030,2,7,10,25980
2030,2,7,11,26978
2030,2,7,12,28026
2030,2,7,13,28055
2030,2,7,14,27853
2030,2,7,15,27425
2030,2,7,16,27086
2030,2,7,17,26967
2030,2,7,18,27330
2030,2,7,19,27321
2030,2,7,20,27591
2030,2,7,21,28658
2030,2,7,22,28314
2030,2,7,23,27753
2030,2,7,24,27368
2030,2,8,1,26718
2030,2,8,2,25775
2030,2,8,3,24575
2030,2,8,4,24111
2030,2,8,5,23860
2030,2,8,6,23669
2030,2,8,7,23617
2030,2,8,8,23706
2030,2,8,9,24497
2030,2,8,10,25678
2030,2,8,11,26664
2030,2,8,12,27629
2030,2,8,13,27943
2030,2,8,14,27963
2030,2,8,15,27409
2030,2,8,16,27186
2030,2,8,17,27338
2030,2,8,18,27476
2030,2,8,19,27508
2030,2,8,20,27524
2030,2,8,21,28321
2030,2,8,22,27933
2030,2,8,23,27492
2030,2,8,24,27207
2030,2,9,1,26457
2030,2,9,2,25714
2030,2,9,3,24792
2030,2,9,4,24179
2030,2,9,5,23795
2030,2,9,6,23602
2030,2,9,7,23595
2030,2,9,8,23685
2030,2,9,9,24254
2030,2,9,10,25527
2030,2,9,11,26708
2030,2,9,12,28105
2030,2,9,13,28509
2030,2,9,14,28565
2030,2,9,15,27787
2030,2,9,16,27929
2030,2,9,17,28145
2030,2,9,18,28024
2030,2,9,19,27718
2030,2,9,20,27618
2030,2,9,21,28326
2030,2,9,22,28188
2030,2,9,23,27474
2030,2,9,24,27190
2030,2,10,1,26706
2030,2,10,2,25651
2030,2,10,3,24765
2030,2,10,4,24056
2030,2,10,5,23685
2030,2,10,6,23501
2030,2,10,7,23486
2030,2,10,8,23659
2030,2,10,9,24525
2030,2,10,10,25565
2030,2,10,11,26634
2030,2,10,12,27643
2030,2,10,13,28409
2030,2,10,14,28078
2030,2,10,15,27734
2030,2,10,16,27617
2030,2,10,17,27560
2030,2,10,18,27824
2030,2,10,19,27566
2030,2,10,20,28204
2030,2,10,21,28754
2030,2,10,22,28436
2030,2,10,23,27940
2030,2,10,24,27517
2030,2,11,1,26948
2030,2,11,2,26134
2030,2,11,3,25356
2030,2,11,4,24605
2030,2,11,5,24125
2030,2,11,6,24005
2030,2,11,7,24040
2030,2,11,8,24057
2030,2,11,9,24385
2030,2,11,10,24630
2030,2,11,11,25564
2030,2,11,12,26572
2030,2,11,13,27177
2030,2,11,14,27458
2030,2,11,15,27215
2030,2,11,16,27186
2030,2,11,17,27166
2030,2,11,18,27274
2030,2,11,19,27363
2030,2,11,20,27957
2030,2,11,21,28754
2030,2,11,22,28697
2030,2,11,23,28079
2030,2,11,24,27564
2030,2,12,1,26928
2030,2,12,2,26185
2030,2,12,3,25288
2030,2,12,4,24628
2030,2,12,5,24237
2030,2,12,6,24028
2030,2,12,7,23950
2030,2,12,8,23917
2030,2,12,9,24282
2030,2,12,10,24536
2030,2,12,11,25052
2030,2,12,12,26142
2030,2,12,13,26706
2030,2,12,14,26811
2030,2,12,15,26603
2030,2,12,16,26709
2030,2,12,17,26580
2030,2,12,18,26561
2030,2,12,19,26680
2030,2,12,20,27052
2030,2,12,21,27883
2030,2,12,22,27987
2030,2,12,23,27627
2030,2,12,24,27311
2030,2,13,1,26721
2030,2,13,2,25949
2030,2,13,3,25098
2030,2,13,4,24386
2030,2,13,5,23852
2030,2,13,6,23873
2030,2,13,7,23809
2030,2,13,8,24170
2030,2,13,9,24951
2030,2,13,10,26248
2030,2,13,11,27253
2030,2,13,12,28031
2030,2,13,13,28283
2030,2,13,14,27920
2030,2,13,15,27509
2030,2,13,16,27543
2030,2,13,17,27613
2030,2,13,18,27575
2030,2,13,19,27605
2030,2,13,20,27812
2030,2,13,21,28858
2030,2,13,22,28572
2030,2,13,23,27821
2030,2,13,24,27651
2030,2,14,1,26925
2030,2,14,2,26128
2030,2,14,3,25291
2030,2,14,4,24441
2030,2,14,5,24216
2030,2,14,6,24077
2030,2,14,7,24019
2030,2,14,8,24145
2030,2,14,9,25010
2030,2,14,10,26478
2030,2,14,11,27478
2030,2,14,12,28633
2030,2,14,13,28206
2030,2,14,14,28074
2030,2,14,15,27392
2030,2,14,16,27191
2030,2,14,17,27148
2030,2,14,18,27236
2030,2,14,19,27360
2030,2,14,20,27985
2030,2,14,21,29047
2030,2,14,22,28815
2030,2,14,23,28575
2030,2,14,24,28084
2030,2,15,1,27338
2030,2,15,2,26617
2030,2,15,3,25533
2030,2,15,4,24762
2030,2,15,5,24433
2030,2,15,6,24285
2030,2,15,7,24310
2030,2,15,8,24663
2030,2,15,9,25419
2030,2,15,10,26741
2030,2,15,11,27918
2030,2,15,12,28781
2030,2,15,13,28748
2030,2,15,14,28822
2030,2,15,15,28579
2030,2,15,16,28354
2030,2,15,17,28501
2030,2,15,18,28748
2030,2,15,19,28414
2030,2,15,20,28857
2030,2,15,21,29245
2030,2,15,22,29030
2030,2,15,23,28399
2030,2,15,24,28096
2030,2,16,1,27262
2030,2,16,2,26502
2030,2,16,3,25516
2030,2,16,4,24780
2030,2,16,5,24292
2030,2,16,6,24195
2030,2,16,7,24111
2030,2,16,8,24371
2030,2,16,9,25235
2030,2,16,10,26438
2030,2,16,11,27560
2030,2,16,12,29049
2030,2,16,13,29446
2030,2,16,14,28817
2030,2,16,15,28361
2030,2,16,16,28195
2030,2,16,17,28054
2030,2,16,18,28188
2030,2,16,19,28104
2030,2,16,20,28294
2030,2,16,21,29057
2030,2,16,22,28911
2030,2,16,23,28490
2030,2,16,24,28315
2030,2,17,1,27366
2030,2,17,2,26502
2030,2,17,3,25679
2030,2,17,4,24868
2030,2,17,5,24432
2030,2,17,6,24311
2030,2,17,7,24334
2030,2,17,8,24565
2030,2,17,9,25362
2030,2,17,10,26833
2030,2,17,11,27999
2030,2,17,12,28673
2030,2,17,13,28551
2030,2,17,14,27962
2030,2,17,15,27481
2030,2,17,16,27145
2030,2,17,17,27028
2030,2,17,18,27225
2030,2,17,19,27479
2030,2,17,20,28073
2030,2,17,21,28841
2030,2,17,22,28823
2030,2,17,23,28207
2030,2,17,24,27824
2030,2,18,1,27186
2030,2,18,2,26455
2030,2,18,3,25584
2030,2,18,4,24888
2030,2,18,5,24413
2030,2,18,6,24284
2030,2,18,7,24229
2030,2,18,8,24296
2030,2,18,9,24777
2030,2,18,10,25244
2030,2,18,11,26010
2030,2,18,12,26952
