Year,Month,Day,Period,1
2030,1,13,1,21129
2030,1,13,2,20517
2030,1,13,3,19883
2030,1,13,4,19433
2030,1,13,5,19242
2030,1,13,6,18980
2030,1,13,7,19169
2030,1,13,8,19276
2030,1,13,9,19675
2030,1,13,10,20404
2030,1,13,11,21104
2030,1,13,12,22136
2030,1,13,13,22462
2030,1,13,14,22403
2030,1,13,15,22235
2030,1,13,16,22169
2030,1,13,17,22124
2030,1,13,18,22136
2030,1,13,19,22297
2030,1,13,20,22601
2030,1,13,21,22819
2030,1,13,22,22495
2030,1,13,23,22207
2030,1,13,24,21907
2030,1,14,1,21507
2030,1,14,2,20894
2030,1,14,3,20256
2030,1,14,4,19737
2030,1,14,5,19368
2030,1,14,6,19241
2030,1,14,7,19181
2030,1,14,8,19240
2030,1,14,9,19476
2030,1,14,10,20021
2030,1,14,11,20955
2030,1,14,12,21828
2030,1,14,13,22295
2030,1,14,14,22221
2030,1,14,15,22178
2030,1,14,16,22094
2030,1,14,17,22224
2030,1,14,18,22137
2030,1,14,19,22274
2030,1,14,20,22959
2030,1,14,21,23150
2030,1,14,22,22730
2030,1,14,23,22406
2030,1,14,24,22031
2030,1,15,1,21575
2030,1,15,2,20965
2030,1,15,3,20475
2030,1,15,4,19764
2030,1,15,5,19610
2030,1,15,6,19415
2030,1,15,7,19422
2030,1,15,8,19414
2030,1,15,9,19692
2030,1,15,10,19934
2030,1,15,11,20408
2030,1,15,12,21368
2030,1,15,13,21826
2030,1,15,14,21892
2030,1,15,15,21827
2030,1,15,16,21738
2030,1,15,17,21757
2030,1,15,18,21790
2030,1,15,19,22090
2030,1,15,20,22677
2030,1,15,21,23111
2030,1,15,22,22784
2030,1,15,23,22589
2030,1,15,24,22326
2030,1,16,1,21796
2030,1,16,2,21253
2030,1,16,3,20582
2030,1,16,4,20024
2030,1,16,5,19749
2030,1,16,6,19554
2030,1,16,7,19541
2030,1,16,8,19606
2030,1,16,9,20204
2030,1,16,10,21237
2030,1,16,11,22057
2030,1,16,12,23559
2030,1,16,13,23895
2030,1,16,14,23880
2030,1,16,15,23512
2030,1,16,16,23517
2030,1,16,17,23548
2030,1,16,18,23466
2030,1,16,19,23574
2030,1,16,20,23984
2030,1,16,21,24234
2030,1,16,22,23798
2030,1,16,23,23282
2030,1,16,24,23118
2030,1,17,1,22548
2030,1,17,2,21833
2030,1,17,3,21162
2030,1,17,4,20609
2030,1,17,5,20259
2030,1,17,6,20050
2030,1,17,7,20025
2030,1,17,8,20186
2030,1,17,9,20790
2030,1,17,10,21648
2030,1,17,11,22447
2030,1,17,12,23656
2030,1,17,13,24018
2030,1,17,14,23631
2030,1,17,15,23201
2030,1,17,16,23023
2030,1,17,17,22937
2030,1,17,18,22963
2030,1,17,19,23149
2030,1,17,20,23735
2030,1,17,21,23844
2030,1,17,22,23587
2030,1,17,23,23319
2030,1,17,24,23118
2030,1,18,1,22566
2030,1,18,2,21855
2030,1,18,3,21384
2030,1,18,4,20657
2030,1,18,5,20343
2030,1,18,6,20109
2030,1,18,7,20225
2030,1,18,8,20256
2030,1,18,9,20893
2030,1,18,10,21753
2030,1,18,11,22784
2030,1,18,12,24382
2030,1,18,13,24519
2030,1,18,14,24102
2030,1,18,15,23654
2030,1,18,16,23642
2030,1,18,17,23558
2030,1,18,18,23515
2030,1,18,19,23543
2030,1,18,20,23941
2030,1,18,21,24113
2030,1,18,22,23776
2030,1,18,23,23567
2030,1,18,24,23113
2030,1,19,1,22473
2030,1,19,2,21715
2030,1,19,3,21149
2030,1,19,4,20407
2030,1,19,5,20182
2030,1,19,6,20043
2030,1,19,7,19997
2030,1,19,8,20133
2030,1,19,9,20743
2030,1,19,10,21480
2030,1,19,11,22385
2030,1,19,12,23703
2030,1,19,13,23851
2030,1,19,14,23422
2030,1,19,15,22911
2030,1,19,16,22536
2030,1,19,17,22517
2030,1,19,18,22521
2030,1,19,19,22664
2030,1,19,20,23292
2030,1,19,21,23579
2030,1,19,22,23239
2030,1,19,23,22632
2030,1,19,24,22489
2030,1,20,1,21862
2030,1,20,2,21156
2030,1,20,3,20455
2030,1,20,4,19883
2030,1,20,5,19629
2030,1,20,6,19451
2030,1,20,7,19381
2030,1,20,8,19425
2030,1,20,9,19927
2030,1,20,10,20729
2030,1,20,11,21435
2030,1,20,12,22275
2030,1,20,13,22267
2030,1,20,14,22209
2030,1,20,15,21992
2030,1,20,16,21789
2030,1,20,17,21806
2030,1,20,18,21900
2030,1,20,19,22015
2030,1,20,20,22418
2030,1,20,21,22599
2030,1,20,22,22338
2030,1,20,23,21973
2030,1,20,24,21672
2030,1,21,1,21101
2030,1,21,2,20428
2030,1,21,3,19938
2030,1,21,4,19396
2030,1,21,5,19111
2030,1,21,6,18971
2030,1,21,7,18934
2030,1,21,8,18985
2030,1,21,9,19139
2030,1,21,10,19379
2030,1,21,11,19813
2030,1,21,12,20768
2030,1,21,13,21290
2030,1,21,14,21199
2030,1,21,15,21192
2030,1,21,16,21273
2030,1,21,17,21272
2030,1,21,18,21312
2030,1,21,19,21451
2030,1,21,20,21837
2030,1,21,21,22053
2030,1,21,22,21748
2030,1,21,23,21386
2030,1,21,24,21160
2030,1,22,1,20628
2030,1,22,2,20046
2030,1,22,3,19642
2030,1,22,4,19169
2030,1,22,5,18894
2030,1,22,6,18660
2030,1,22,7,18627
2030,1,22,8,18668
2030,1,22,9,18804
2030,1,22,10,18948
2030,1,22,11,19258
2030,1,22,12,20008
2030,1,22,13,20605
2030,1,22,14,20601
2030,1,22,15,20592
2030,1,22,16,20505
2030,1,22,17,20522
2030,1,22,18,20533
2030,1,22,19,20727
2030,1,22,20,21351
2030,1,22,21,21548
2030,1,22,22,21460
2030,1,22,23,21191
2030,1,22,24,21098
2030,1,23,1,20502
2030,1,23,2,19778
2030,1,23,3,19340
2030,1,23,4,18912
2030,1,23,5,18619
2030,1,23,6,18506
2030,1,23,7,18454
2030,1,23,8,18633
2030,1,23,9,19101
2030,1,23,10,20159
2030,1,23,11,20939
2030,1,23,12,21717
2030,1,23,13,22078
2030,1,23,14,22057
2030,1,23,15,21935
2030,1,23,16,21892
2030,1,23,17,21948
2030,1,23,18,21988
2030,1,23,19,21990
2030,1,23,20,22102
2030,1,23,21,22176
2030,1,23,22,21810
2030,1,23,23,21591
2030,1,23,24,21317
2030,1,24,1,20823
2030,1,24,2,20022
2030,1,24,3,19552
2030,1,24,4,18954
2030,1,24,5,18742
2030,1,24,6,18515
2030,1,24,7,18629
2030,1,24,8,18709
2030,1,24,9,19150
2030,1,24,10,19985
2030,1,24,11,20982
2030,1,24,12,21681
2030,1,24,13,21806
2030,1,24,14,21671
2030,1,24,15,21588
2030,1,24,16,21346
2030,1,24,17,21358
2030,1,24,18,21395
2030,1,24,19,21609
2030,1,24,20,21988
2030,1,24,21,22223
2030,1,24,22,21992
2030,1,24,23,21756
2030,1,24,24,21480
2030,1,25,1,20990
2030,1,25,2,20166
2030,1,25,3,19553
2030,1,25,4,19109
2030,1,25,5,18864
2030,1,25,6,18678
2030,1,25,7,18660
2030,1,25,8,18758
2030,1,25,9,19221
2030,1,25,10,20230
2030,1,25,11,21167
2030,1,25,12,21879
2030,1,25,13,22205
2030,1,25,14,22014
2030,1,25,15,22087
2030,1,25,16,21954
2030,1,25,17,22040
2030,1,25,18,22042
2030,1,25,19,22055
2030,1,25,20,22153
2030,1,25,21,22382
2030,1,25,22,22170
2030,1,25,23,21782
2030,1,25,24,21584
2030,1,26,1,20996
2030,1,26,2,20196
2030,1,26,3,19634
2030,1,26,4,19136
2030,1,26,5,18914
2030,1,26,6,18722
2030,1,26,7,18672
2030,1,26,8,18913
2030,1,26,9,19258
2030,1,26,10,20114
2030,1,26,11,21174
2030,1,26,12,21952
2030,1,26,13,22096
2030,1,26,14,22044
2030,1,26,15,21892
2030,1,26,16,21849
2030,1,26,17,21851
2030,1,26,18,21748
2030,1,26,19,21769
2030,1,26,20,22058
2030,1,26,21,22434
2030,1,26,22,22107
2030,1,26,23,21903
2030,1,26,24,21537
2030,1,27,1,21032
2030,1,27,2,20287
2030,1,27,3,19705
2030,1,27,4,19192
2030,1,27,5,18987
2030,1,27,6,18891
2030,1,27,7,18954
2030,1,27,8,19026
2030,1,27,9,19536
2030,1,27,10,20407
2030,1,27,11,21237
2030,1,27,12,22097
2030,1,27,13,22274
2030,1,27,14,22100
2030,1,27,15,21909
2030,1,27,16,21706
2030,1,27,17,21682
2030,1,27,18,21637
2030,1,27,19,21795
2030,1,27,20,22067
2030,1,27,21,22526
2030,1,27,22,22183
2030,1,27,23,21849
2030,1,27,24,21612
2030,1,28,1,21100
2030,1,28,2,20316
2030,1,28,3,19818
2030,1,28,4,19326
2030,1,28,5,19077
2030,1,28,6,18928
2030,1,28,7,18913
2030,1,28,8,18969
2030,1,28,9,19166
2030,1,28,10,19474
2030,1,28,11,19973
2030,1,28,12,21074
2030,1,28,13,21612
2030,1,28,14,21752
2030,1,28,15,21549
2030,1,28,16,21369
2030,1,28,17,21264
2030,1,28,18,21253
2030,1,28,19,21455
2030,1,28,20,21796
2030,1,28,21,22202
2030,1,28,22,21884
2030,1,28,23,21634
2030,1,28,24,21394
2030,1,29,1,20959
2030,1,29,2,20308
2030,1,29,3,19784
2030,1,29,4,19247
2030,1,29,5,18949
2030,1,29,6,18778
2030,1,29,7,18701
2030,1,29,8,18726
2030,1,29,9,18914
2030,1,29,10,19030
2030,1,29,11,19399
2030,1,29,12,20100
2030,1,29,13,20526
2030,1,29,14,20570
2030,1,29,15,20455
2030,1,29,16,20359
2030,1,29,17,20361
2030,1,29,18,20404
2030,1,29,19,20680
2030,1,29,20,21288
2030,1,29,21,21752
2030,1,29,22,21610
2030,1,29,23,21586
2030,1,29,24,21450
2030,1,30,1,20950
2030,1,30,2,20205
2030,1,30,3,19646
2030,1,30,4,19242
2030,1,30,5,18986
2030,1,30,6,18850
2030,1,30,7,18878
2030,1,30,8,19050
2030,1,30,9,19443
2030,1,30,10,20610
2030,1,30,11,21529
2030,1,30,12,22495
2030,1,30,13,23173
2030,1,30,14,23272
2030,1,30,15,22847
2030,1,30,16,22571
2030,1,30,17,22453
2030,1,30,18,22297
2030,1,30,19,22188
2030,1,30,20,22246
2030,1,30,21,22613
2030,1,30,22,22307
2030,1,30,23,21900
2030,1,30,24,21781
2030,1,31,1,21212
2030,1,31,2,20220
2030,1,31,3,19817
2030,1,31,4,19287
2030,1,31,5,18989
2030,1,31,6,18892
2030,1,31,7,18961
2030,1,31,8,19097
2030,1,31,9,19564
2030,1,31,10,20679
2030,1,31,11,21461
2030,1,31,12,22223
2030,1,31,13,22390
2030,1,31,14,22330
2030,1,31,15,21980
2030,1,31,16,21860
2030,1,31,17,21889
2030,1,31,18,21788
2030,1,31,19,21857
2030,1,31,20,22056
2030,1,31,21,22472
2030,1,31,22,22304
2030,1,31,23,22011
2030,1,31,24,21783
2030,2,1,1,21430
2030,2,1,2,20428
2030,2,1,3,19813
2030,2,1,4,19307
2030,2,1,5,19093
2030,2,1,6,18947
2030,2,1,7,18949
2030,2,1,8,19023
2030,2,1,9,19591
2030,2,1,10,20474
2030,2,1,11,21430
2030,2,1,12,22164
2030,2,1,13,22394
2030,2,1,14,22259
2030,2,1,15,22029
2030,2,1,16,21643
2030,2,1,17,21739
2030,2,1,18,21702
2030,2,1,19,21814
2030,2,1,20,22052
2030,2,1,21,22363
2030,2,1,22,22235
2030,2,1,23,21792
2030,2,1,24,21653
2030,2,2,1,21040
2030,2,2,2,20289
2030,2,2,3,19630
2030,2,2,4,19203
2030,2,2,5,18986
2030,2,2,6,18934
2030,2,2,7,18890
2030,2,2,8,18996
2030,2,2,9,19474
2030,2,2,10,20516
2030,2,2,11,21105
2030,2,2,12,21908
2030,2,2,13,22083
2030,2,2,14,22079
2030,2,2,15,21836
2030,2,2,16,21675
2030,2,2,17,21783
2030,2,2,18,21795
2030,2,2,19,21727
2030,2,2,20,21954
2030,2,2,21,22371
2030,2,2,22,22015
2030,2,2,23,21792
2030,2,2,24,21465
2030,2,3,1,20877
2030,2,3,2,20248
2030,2,3,3,19585
2030,2,3,4,19110
2030,2,3,5,18865
2030,2,3,6,18734
2030,2,3,7,18643
2030,2,3,8,18818
2030,2,3,9,19321
2030,2,3,10,20159
2030,2,3,11,21187
2030,2,3,12,21879
2030,2,3,13,21975
2030,2,3,14,21673
2030,2,3,15,21397
2030,2,3,16,21323
2030,2,3,17,21436
2030,2,3,18,21693
2030,2,3,19,21875
2030,2,3,20,22100
2030,2,3,21,22645
2030,2,3,22,22367
2030,2,3,23,22030
2030,2,3,24,21784
2030,2,4,1,21351
2030,2,4,2,20700
2030,2,4,3,20180
2030,2,4,4,19501
2030,2,4,5,19251
2030,2,4,6,19062
2030,2,4,7,19086
2030,2,4,8,19117
2030,2,4,9,19250
2030,2,4,10,19583
2030,2,4,11,20125
2030,2,4,12,21286
2030,2,4,13,21681
2030,2,4,14,21828
2030,2,4,15,21730
2030,2,4,16,21662
2030,2,4,17,21593
2030,2,4,18,21636
2030,2,4,19,21731
2030,2,4,20,21921
2030,2,4,21,22490
2030,2,4,22,22277
2030,2,4,23,21930
2030,2,4,24,21705
2030,2,5,1,21105
2030,2,5,2,20522
2030,2,5,3,20034
2030,2,5,4,19497
2030,2,5,5,19305
2030,2,5,6,19130
2030,2,5,7,19098
2030,2,5,8,19107
2030,2,5,9,19400
2030,2,5,10,19495
2030,2,5,11,20021
2030,2,5,12,20964
2030,2,5,13,21726
2030,2,5,14,21933
2030,2,5,15,21929
2030,2,5,16,22013
2030,2,5,17,21791
2030,2,5,18,21902
2030,2,5,19,21796
2030,2,5,20,22135
2030,2,5,21,22634
2030,2,5,22,22532
2030,2,5,23,22479
2030,2,5,24,22163
2030,2,6,1,21673
2030,2,6,2,20955
2030,2,6,3,20287
2030,2,6,4,19707
2030,2,6,5,19350
2030,2,6,6,19215
2030,2,6,7,19373
2030,2,6,8,19427
2030,2,6,9,20018
2030,2,6,10,21150
2030,2,6,11,22169
2030,2,6,12,23289
2030,2,6,13,23671
2030,2,6,14,23809
2030,2,6,15,23626
2030,2,6,16,23781
2030,2,6,17,23625
2030,2,6,18,23646
2030,2,6,19,23587
2030,2,6,20,23645
2030,2,6,21,23899
2030,2,6,22,23529
2030,2,6,23,22875
2030,2,6,24,22718
2030,2,7,1,22056
2030,2,7,2,21326
2030,2,7,3,20561
2030,2,7,4,19937
2030,2,7,5,19574
2030,2,7,6,19455
2030,2,7,7,19489
2030,2,7,8,19651
2030,2,7,9,20375
2030,2,7,10,21199
2030,2,7,11,22013
2030,2,7,12,22869
2030,2,7,13,22893
2030,2,7,14,22728
2030,2,7,15,22379
2030,2,7,16,22102
2030,2,7,17,22005
2030,2,7,18,22301
2030,2,7,19,22293
2030,2,7,20,22514
2030,2,7,21,23385
2030,2,7,22,23104
2030,2,7,23,22646
2030,2,7,24,22332
2030,2,8,1,21801
2030,2,8,2,21032
2030,2,8,3,20053
2030,2,8,4,19675
2030,2,8,5,19470
2030,2,8,6,19313
2030,2,8,7,19271
2030,2,8,8,19343
2030,2,8,9,19989
2030,2,8,10,20953
2030,2,8,11,21757
2030,2,8,12,22545
2030,2,8,13,22801
2030,2,8,14,22818
2030,2,8,15,22365
2030,2,8,16,22183
2030,2,8,17,22307
2030,2,8,18,22420
2030,2,8,19,22446
2030,2,8,20,22459
2030,2,8,21,23109
2030,2,8,22,22793
2030,2,8,23,22433
2030,2,8,24,22200
2030,2,9,1,21589
2030,2,9,2,20982
2030,2,9,3,20230
2030,2,9,4,19730
2030,2,9,5,19416
2030,2,9,6,19259
2030,2,9,7,19253
2030,2,9,8,19327
2030,2,9,9,19791
2030,2,9,10,20830
2030,2,9,11,21793
2030,2,9,12,22933
2030,2,9,13,23263
2030,2,9,14,23309
2030,2,9,15,22674
2030,2,9,16,22790
2030,2,9,17,22966
2030,2,9,18,22867
2030,2,9,19,22618
2030,2,9,20,22536
2030,2,9,21,23113
2030,2,9,22,23001
2030,2,9,23,22418
2030,2,9,24,22187
2030,2,10,1,21792
2030,2,10,2,20931
2030,2,10,3,20208
2030,2,10,4,19629
2030,2,10,5,19327
2030,2,10,6,19176
2030,2,10,7,19164
2030,2,10,8,19306
2030,2,10,9,20012
2030,2,10,10,20861
2030,2,10,11,21733
2030,2,10,12,22556
2030,2,10,13,23181
2030,2,10,14,22911
2030,2,10,15,22631
2030,2,10,16,22535
2030,2,10,17,22488
2030,2,10,18,22704
2030,2,10,19,22493
2030,2,10,20,23014
2030,2,10,21,23463
2030,2,10,22,23203
2030,2,10,23,22799
2030,2,10,24,22453
2030,2,11,1,21989
2030,2,11,2,21325
2030,2,11,3,20690
2030,2,11,4,20077
2030,2,11,5,19685
2030,2,11,6,19587
2030,2,11,7,19616
2030,2,11,8,19630
2030,2,11,9,19898
2030,2,11,10,20097
2030,2,11,11,20860
2030,2,11,12,21683
2030,2,11,13,22176
2030,2,11,14,22405
2030,2,11,15,22207
2030,2,11,16,22184
2030,2,11,17,22167
2030,2,11,18,22255
2030,2,11,19,22328
2030,2,11,20,22812
2030,2,11,21,23462
2030,2,11,22,23416
2030,2,11,23,22912
2030,2,11,24,22492
2030,2,12,1,21973
2030,2,12,2,21367
2030,2,12,3,20635
2030,2,12,4,20096
2030,2,12,5,19777
2030,2,12,6,19607
2030,2,12,7,19543
2030,2,12,8,19516
2030,2,12,9,19814
2030,2,12,10,20021
2030,2,12,11,20442
2030,2,12,12,21331
2030,2,12,13,21792
2030,2,12,14,21878
2030,2,12,15,21708
2030,2,12,16,21794
2030,2,12,17,21689
2030,2,12,18,21673
2030,2,12,19,21770
2030,2,12,20,22074
2030,2,12,21,22752
2030,2,12,22,22837
2030,2,12,23,22543
2030,2,12,24,22286
2030,2,13,1,21804
2030,2,13,2,21174
2030,2,13,3,20480
2030,2,13,4,19899
2030,2,13,5,19463
2030,2,13,6,19480
2030,2,13,7,19428
2030,2,13,8,19722
2030,2,13,9,20360
2030,2,13,10,21418
2030,2,13,11,22238
2030,2,13,12,22873
2030,2,13,13,23079
2030,2,13,14,22782
2030,2,13,15,22447
2030,2,13,16,22474
2030,2,13,17,22532
2030,2,13,18,22501
2030,2,13,19,22525
2030,2,13,20,22694
2030,2,13,21,23547
2030,2,13,22,23314
2030,2,13,23,22702
2030,2,13,24,22563
2030,2,14,1,21970
2030,2,14,2,21320
2030,2,14,3,20637
2030,2,14,4,19944
2030,2,14,5,19760
2030,2,14,6,19647
2030,2,14,7,19599
2030,2,14,8,19702
2030,2,14,9,20408
2030,2,14,10,21606
2030,2,14,11,22422
2030,2,14,12,23364
2030,2,14,13,23016
2030,2,14,14,22908
2030,2,14,15,22351
2030,2,14,16,22187
2030,2,14,17,22152
2030,2,14,18,22224
2030,2,14,19,22325
2030,2,14,20,22836
2030,2,14,21,23702
2030,2,14,22,23513
2030,2,14,23,23317
2030,2,14,24,22916
2030,2,15,1,22307
2030,2,15,2,21719
2030,2,15,3,20834
2030,2,15,4,20205
2030,2,15,5,19937
2030,2,15,6,19817
2030,2,15,7,19837
2030,2,15,8,20125
2030,2,15,9,20741
2030,2,15,10,21820
2030,2,15,11,22781
2030,2,15,12,23485
2030,2,15,13,23458
2030,2,15,14,23518
2030,2,15,15,23320
2030,2,15,16,23136
2030,2,15,17,23256
2030,2,15,18,23458
2030,2,15,19,23185
2030,2,15,20,23547
2030,2,15,21,23864
2030,2,15,22,23688
2030,2,15,23,23173
2030,2,15,24,22926
2030,2,16,1,22245
2030,2,16,2,21626
2030,2,16,3,20821
2030,2,16,4,20220
2030,2,16,5,19822
2030,2,16,6,19743
2030,2,16,7,19674
2030,2,16,8,19887
2030,2,16,9,20591
2030,2,16,10,21573
2030,2,16,11,22489
2030,2,16,12,23703
2030,2,16,13,24027
2030,2,16,14,23514
2030,2,16,15,23142
2030,2,16,16,23007
2030,2,16,17,22892
2030,2,16,18,23001
2030,2,16,19,22932
2030,2,16,20,23087
2030,2,16,21,23710
2030,2,16,22,23591
2030,2,16,23,23247
2030,2,16,24,23104
2030,2,17,1,22330
2030,2,17,2,21625
2030,2,17,3,20954
2030,2,17,4,20292
2030,2,17,5,19936
2030,2,17,6,19838
2030,2,17,7,19856
2030,2,17,8,20044
2030,2,17,9,20695
2030,2,17,10,21895
2030,2,17,11,22847
2030,2,17,12,23396
2030,2,17,13,23297
2030,2,17,14,22816
2030,2,17,15,22424
2030,2,17,16,22150
2030,2,17,17,22054
2030,2,17,18,22215
2030,2,17,19,22422
2030,2,17,20,22908
2030,2,17,21,23534
2030,2,17,22,23519
2030,2,17,23,23016
2030,2,17,24,22704
2030,2,18,1,22183
2030,2,18,2,21587
2030,2,18,3,20876
2030,2,18,4,20308
2030,2,18,5,19921
2030,2,18,6,19815
2030,2,18,7,19770
2030,2,18,8,19825
2030,2,18,9,20218
2030,2,18,10,20599
2030,2,18,11,21224
2030,2,18,12,21993
